10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
10.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
20.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
30.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
40.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
50.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
60.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
70.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
80.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
90.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
100.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
110.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
120.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
130.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
140.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
150.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
160.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
170.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
180.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
190.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
200.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
210.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
220.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
230.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
240.000000, -nan
